"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","Status","cell_type","group","segmentation","platform"
0.625487194511695,16.6532413449678,1.36173283943676,0.207513629343921,0.5093456215246,-5.35281490424064,"Hmox1","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.288797569697955,14.7144368454239,1.28613965092428,0.231581723645855,0.5093456215246,-5.36515099043035,"Trp53","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.499541442447525,15.6437841098732,-1.31539490738704,0.222001553162553,0.5093456215246,-5.38592024572499,"Mcl1","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.332030167197464,11.1986934114488,1.03224491841249,0.329810824404752,0.566278962657215,-5.40816548113259,"Ezh2","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.383519253413105,12.285673150741,-1.07307044181806,0.312113758507672,0.546199077388425,-5.40884792196879,"Cd83","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.208984023119983,9.70307086471448,-0.555247062258323,0.59271954312607,0.726834787930614,-5.43442386268092,"Tnfsf11","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.276049062228932,12.8194978548244,-0.956570162250245,0.364620151026356,0.582723536005009,-5.47871092292946,"Bcl2l2","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.352922271591231,14.6720515314539,1.1846323810619,0.267528868204266,0.5093456215246,-5.4795533264793,"Brd4","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.485868083737467,14.6258722134908,1.15634044893049,0.278321181367687,0.5093456215246,-5.50674373658253,"H2-Q6","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.630506242001204,10.3180982618763,-0.640670718195164,0.538251086087518,0.690706156968869,-5.51261475284621,"Mmp12","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.754224511195821,12.0438001378636,-0.948373182543546,0.368548435254613,0.582723536005009,-5.52621913269952,"Cxcr3","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.472692085673387,13.2303711345912,0.848545328322255,0.41887913602452,0.595593771534865,-5.5418526843965,"Trac","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.6328193081122,13.1521889928755,0.852461076959731,0.416818211484885,0.595593771534865,-5.54785464600596,"Ncr1","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.710004160935004,12.7458598242637,0.857627995131544,0.414109590374067,0.595593771534865,-5.55876101866253,"Cd3e","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.00173793152350044,10.140350674229,0.00405362839510001,0.996857148037564,0.996857148037564,-5.60705246646922,"Scn8a","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.84284569993852,11.1147030283984,-0.715430488878358,0.493103644224509,0.669737785439258,-5.62647893943691,"Ankrd33b","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.362257899172493,12.4826194000281,0.832091039322627,0.42761646480347,0.598663050724858,-5.6294784431153,"Otub2","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.333049896496673,12.5744629732846,0.756521758447701,0.469335407650771,0.647113971154851,-5.67087721514312,"Cd3d","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.164911143346016,10.7035381706738,-0.455359465890708,0.660006708098511,0.77000782611493,-5.69038754587045,"Dnmt3b","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.285156051628437,14.4058316802098,0.929298292934872,0.377809765102149,0.582723536005009,-5.70131575945327,"Ifi30","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.199366230040662,12.720663972482,-0.639620217066108,0.5389026059867,0.690706156968869,-5.71785465870055,"Bcr","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.215408150820478,12.3233763055646,-0.650828037457697,0.531975651437432,0.690706156968869,-5.74473612111287,"Bbc3","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.140960715021727,10.8088080179623,-0.420734352250404,0.684155810778603,0.788078212415859,-5.7534667908824,"Bmi1","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.133177163113226,13.2387936540907,0.533537959365558,0.607026855854139,0.726834787930614,-5.76317990662978,"Bcl2l11","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.386772627367659,12.7417658660092,0.562467897266868,0.588001352648626,0.726834787930614,-5.80768593914265,"Gzma","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.0876593686524405,11.0169932059477,-0.318066036774809,0.757940130106241,0.841128680971561,-5.82780626221437,"Cd86","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.132479923780204,12.8876347091652,-0.402276231235324,0.697189221095708,0.793052738996368,-5.8415719398288,"Fcer2a","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.038139864925304,10.8434059297626,-0.0991841153972203,0.923240816990661,0.947132940905875,-5.85221848049338,"Cd80","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.0935137805991957,12.1595093409439,0.510102537102866,0.622673825493158,0.735887248310096,-5.8962910374911,"Bcl2a1a","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.114726011403341,12.928716525255,0.115569773289013,0.910618178657195,0.947132940905875,-5.90482186357217,"Cd4","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.290698267321769,14.7947106237309,-0.66170776638219,0.525302654841193,0.690706156968869,-5.9424376708052,"Ep300","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.0330728558888005,12.3263987421619,-0.15158705778953,0.882970985825024,0.945298349530319,-5.96938424235287,"Bcl10","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.0275626935996165,12.2301238283775,-0.119318741403272,0.907733776254278,0.947132940905875,-5.98022787086914,"Bad","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.0179475158911071,11.5241431053776,0.0951957652442901,0.926316832314537,0.947132940905875,-6.02691626388049,"Ppt1","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.00825655639352618,11.5942668826973,-0.0333758706871124,0.974128355800889,0.984952004198676,-6.0294137991964,"Gstt2","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.0647391791706724,14.1307873645288,0.273600022860962,0.790779209892691,0.866998892773914,-6.04944174633837,"Mdm2","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-0.100435580517056,14.3691831795626,-0.346019142534741,0.737552265441576,0.828608100681276,-6.05885951552964,"Csf1r","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.123199263796227,15.3298787064098,0.540348595042308,0.602518732490886,0.726834787930614,-6.06228607308993,"Tcf3","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
0.0371450300772249,15.3780387726614,0.243017463580622,0.813627028877964,0.881429281284461,-6.18563685137878,"Prkar1a","Not Significant","NK cells","KOvsWT","Default","MERSCOPE"
-1.17354589424212,11.4298581057802,-2.67433605501647,0.026197146465657,0.998981805724355,-4.49594435884333,"Bhlhe41","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-1.2191921489072,13.5571809947037,-1.98161642728877,0.0799696829340008,0.998981805724355,-4.50688751110612,"Jchain","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.429181379255224,12.7774785778964,-1.88270268267304,0.0935540632422923,0.998981805724355,-4.51105938664853,"Cd38","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.506766387626824,12.8876347091652,1.62440978763598,0.139915365501914,0.998981805724355,-4.54062311973302,"Fcer2a","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.732845330310592,13.7085185285811,-1.43015369657659,0.187604862523701,0.998981805724355,-4.56188426312697,"Cd72","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.967040717507828,12.0438001378636,-1.23288869991367,0.249906523818305,0.998981805724355,-4.57692741228147,"Cxcr3","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.841121931735763,9.70307086471448,1.62391450515754,0.140021663226883,0.998981805724355,-4.58207742270457,"Tnfsf11","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.598287135704631,14.0105398827697,-1.1477411169845,0.281669979181174,0.998981805724355,-4.58549870882011,"Cd22","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.254063101801357,12.2301238283775,1.11976971954307,0.292785830272631,0.998981805724355,-4.58673879253504,"Bad","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.577247083378156,10.6263704836005,-1.16757870803487,0.273992974249076,0.998981805724355,-4.58866785841051,"Akap12","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
1.0350295873681,12.928716525255,1.09400891362049,0.303327820891936,0.998981805724355,-4.58941496354362,"Cd4","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.815049385184194,8.29946736924868,-0.950457444834587,0.36754664657143,0.998981805724355,-4.59566936064399,"Egfl7","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.315400327359347,11.7366747435114,1.00854893903623,0.340428969225636,0.998981805724355,-4.59644778829245,"Pola1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.602616381151462,9.56549696840275,-0.928433319180722,0.378233711803405,0.998981805724355,-4.5965834985692,"Aicda","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.564070500597555,13.8320774916184,-0.998306754214633,0.345097749029042,0.998981805724355,-4.59678017202023,"Cd19","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.243915457234271,7.6374310312013,0.176255617110237,0.864129395746396,0.998981805724355,-4.59986664933093,"Foxp3","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.335545817288953,10.9224007299452,-0.89543432904152,0.394665540447128,0.998981805724355,-4.60037128374118,"B3gnt5","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.271777634979156,11.0169932059477,-0.888091280633002,0.398390457029811,0.998981805724355,-4.60182632053872,"Cd86","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.17431539587713,9.19724242018381,-0.140195794721217,0.891698762492039,0.998981805724355,-4.6025606359707,"Rgs13","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.460658625869918,9.7990788464333,0.664975617660421,0.523308248227006,0.998981805724355,-4.60288281770078,"Ngp","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.187676628501077,9.26034968136113,-0.289261560130675,0.779158798326694,0.998981805724355,-4.60300825414095,"Ctcfl","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.100109239037019,9.62953028729424,0.15814380828016,0.877954838082534,0.998981805724355,-4.60414919021847,"Siglech","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0206060510923489,9.65522666274913,0.0158605723488166,0.987703546516314,0.998981805724355,-4.60502013593924,"Cox6a2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.504927206187293,10.156515034196,-0.389177526737033,0.706503056590215,0.998981805724355,-4.60516572251761,"Cd209b","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.63764207152242,13.1521889928755,-0.876164825370216,0.404493496909154,0.998981805724355,-4.60528190923157,"Ncr1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.187351288794268,11.5241431053776,0.868119309216246,0.408647678348688,0.998981805724355,-4.60531612166433,"Ppt1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.608067277469267,12.7417658660092,-0.892636491996705,0.396081864074352,0.998981805724355,-4.60536027644793,"Gzma","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.293072834413776,12.0511859762302,0.898552431528551,0.393091354335213,0.998981805724355,-4.60553744112531,"Serpinb6b","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.259232628718442,10.140350674229,-0.551956355641194,0.594876515980255,0.998981805724355,-4.60704133338811,"Scn8a","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.235172018281395,9.37135435875082,-0.407566767991448,0.693442493847871,0.998981805724355,-4.61034782781658,"Cxcl10","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.241180461734917,10.7084905791511,-0.435112464295804,0.674079442874288,0.998981805724355,-4.61116740913602,"Ffar2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0513731039046714,10.3180982618763,0.0404299540112945,0.968663342752679,0.998981805724355,-4.61118516311095,"Mmp12","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.154091153078342,12.1595093409439,-0.833944961663206,0.426625794861481,0.998981805724355,-4.61118635721021,"Bcl2a1a","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.299602207983693,10.910859691901,-0.42083584041321,0.684084450305464,0.998981805724355,-4.61490212424128,"Pfn2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.216715525350899,10.0498804471963,0.172335338756286,0.867117910705086,0.998981805724355,-4.61576976387606,"Ccl19","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.128271178180942,10.8035557565204,-0.208134586788932,0.839916791228652,0.998981805724355,-4.61618090848189,"Pmaip1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.108606592467124,10.7035381706738,-0.260488360924022,0.800550237292951,0.998981805724355,-4.6174619591667,"Dnmt3b","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.164896959515831,12.0359162644996,0.736182763709193,0.48100570524963,0.998981805724355,-4.6177612419621,"Hdac1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.180303371729048,12.0625602560448,-0.722525387307567,0.488945995891544,0.998981805724355,-4.61927314261446,"Rheb","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0613357304162303,10.8088080179623,0.155016215101496,0.880346851628601,0.998981805724355,-4.61992164778011,"Bmi1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.797885757045359,11.4617737720293,0.62383183707112,0.54875051194223,0.998981805724355,-4.62024780178683,"Cd8a","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0203718710758238,11.1147030283984,-0.014071566059087,0.989090426533408,0.998981805724355,-4.62070991869606,"Ankrd33b","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.243269715044763,14.4058316802098,0.723551836140489,0.488346340928964,0.998981805724355,-4.62083900905358,"Ifi30","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.513183247688261,12.7458598242637,0.643934680956134,0.536229758603714,0.998981805724355,-4.62094825699888,"Cd3e","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0585467007163931,10.8434059297626,0.129563511435455,0.899859050446295,0.998981805724355,-4.62113909849631,"Cd80","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.131340275190571,14.6877371090725,-0.719980221900571,0.49043490864861,0.998981805724355,-4.62220629370133,"Tbx21","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.153947642914577,13.5577124239628,-0.592704072437251,0.56846980211751,0.998981805724355,-4.62223833870034,"Tet2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.111398396113099,11.308933470019,-0.341206653022344,0.741047337402357,0.998981805724355,-4.62321023830491,"Map3k14","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.16665488908221,14.1307873645288,0.636962800069662,0.540552814878723,0.998981805724355,-4.62332538421872,"Mdm2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.153343226819997,14.8022995672772,-0.722117470136688,0.48918443246789,0.998981805724355,-4.62348267889551,"Bcl2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.280052621472828,14.3324432330777,0.726113979721582,0.486851571156338,0.998981805724355,-4.62475684855804,"Bcl2l1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.169284309520902,12.8141521975617,-0.533668930513643,0.606939995336682,0.998981805724355,-4.62527782932764,"Cdca8","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.143106281719815,11.1986934114488,-0.418666759055818,0.685610344076001,0.998981805724355,-4.62552778502814,"Ezh2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.162824629746048,12.4462559703855,-0.605147547673934,0.560539057275672,0.998981805724355,-4.6260242037122,"Cd274","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.222418914954856,14.6720515314539,0.693071784328237,0.506351343049468,0.998981805724355,-4.62606888156996,"Brd4","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.275692415682276,11.0460294959108,0.341012845250073,0.741188223249294,0.998981805724355,-4.62621457263479,"S100a9","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.167887598420974,12.720663972482,0.582894976379564,0.574765941646051,0.998981805724355,-4.62674071032423,"Bcr","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.347906066521215,13.3133535546396,-0.504571238811511,0.626396828111439,0.998981805724355,-4.62862113087353,"Adgre1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.226101715521182,13.2303711345912,0.426885402238441,0.679836793897002,0.998981805724355,-4.63028967270204,"Trac","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0543347638094538,11.5459145780629,-0.103891627441952,0.919611895569662,0.998981805724355,-4.63178431498123,"Prkab2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.153573768854526,12.3233763055646,0.485987665749537,0.63898712649783,0.998981805724355,-4.63211298538934,"Bbc3","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0750101291846068,13.0601000942129,-0.401617910517705,0.697656053178942,0.998981805724355,-4.6329490477612,"Lmo4","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.078632771811483,11.5942668826973,-0.289914799180682,0.778675354165226,0.998981805724355,-4.63461936487807,"Gstt2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.116671077271498,13.9558032594034,0.417777939865564,0.686236043866415,0.998981805724355,-4.63536849741902,"Rrm1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.111885403475302,12.4864113132652,0.431201394544615,0.676813655317034,0.998981805724355,-4.63546665997245,"Cd40","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0745491160034479,13.2763454017526,0.263978166471466,0.797945894220382,0.998981805724355,-4.63575864971713,"Pik3ca","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0509407381145799,13.2387936540907,-0.210849713183535,0.837862452326424,0.998981805724355,-4.63596422536247,"Bcl2l11","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.152492974393606,12.0740564285455,-0.432194397588161,0.676118972473918,0.998981805724355,-4.6362553355797,"Nek2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.109434331537299,13.6724791615894,0.15682424317262,0.878963895338284,0.998981805724355,-4.6366260807911,"Cr2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.000425637340807583,13.2787833482543,-0.00131325623870261,0.998981805724355,0.998981805724355,-4.63759225448584,"Tpx2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0841128889990674,12.8194978548244,0.311376819966485,0.762849317295891,0.998981805724355,-4.63793304616248,"Bcl2l2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.145011173679739,12.4256642902675,-0.313142296471578,0.761552536625641,0.998981805724355,-4.63881682530717,"Cd68","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.126441613720189,12.5744629732846,0.299221938007941,0.771798476177694,0.998981805724355,-4.63894921990054,"Cd3d","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.00267889385474085,12.9009024237856,-0.00833884579381947,0.99353480470239,0.998981805724355,-4.6396516674631,"Prmt5","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0649725248809343,12.3263987421619,0.308969381980491,0.764618898998669,0.998981805724355,-4.64032254929984,"Bcl10","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.105925329550631,12.285673150741,-0.311854089535549,0.762498674761256,0.998981805724355,-4.64048054018988,"Cd83","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0666071958781664,12.4804988785874,0.0980678498364176,0.924101602651601,0.998981805724355,-4.64055558993071,"Gpsm2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.214666829793986,14.6258722134908,0.474213582549425,0.647028416962686,0.998981805724355,-4.6405774629611,"H2-Q6","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0910922333446287,14.4048394795116,-0.276635884928925,0.788522287996142,0.998981805724355,-4.64127294931042,"Ighd","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0524722918161356,12.7742614178247,-0.235944681084478,0.818938691442065,0.998981805724355,-4.64185111701215,"Bcl6","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0770564010351862,12.4826194000281,0.182424113687713,0.859431676479313,0.998981805724355,-4.64251741351302,"Otub2","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0150737638377798,11.8071494677123,0.0424367505567119,0.967108920620165,0.998981805724355,-4.64324753416929,"Tifa","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0495348346686999,12.2080263981204,-0.152344599519443,0.882391151556937,0.998981805724355,-4.64429889058376,"Stx11","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0405905755834315,14.3691831795626,0.126964873027115,0.90185545031366,0.998981805724355,-4.6459587970765,"Csf1r","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.116427392413975,15.3298787064098,0.489580388311898,0.636543297971961,0.998981805724355,-4.64730683943823,"Tcf3","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.045457282440017,14.7144368454239,0.190281784658511,0.853456062250274,0.998981805724355,-4.65355519765142,"Trp53","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-0.0149427443149435,14.7947106237309,-0.0313990615891046,0.975660120354204,0.998981805724355,-4.65377897352691,"Ep300","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.102348719495902,15.7383265700128,0.434484401403854,0.674518177997786,0.998981805724355,-4.65525873103638,"Ccnd3","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0480384373429281,15.3780387726614,0.302421921571543,0.769438911766006,0.998981805724355,-4.65815625424943,"Prkar1a","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.0639056226508767,15.6437841098732,0.160846512256416,0.875888842181227,0.998981805724355,-4.66357336165371,"Mcl1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
0.123277375269414,16.6532413449678,0.266490061393427,0.796072978033551,0.998981805724355,-4.6683642868529,"Hmox1","Not Significant","NK cells","KOvsCTRL","Default","MERSCOPE"
-1.47123525948999,12.8141521975617,-4.979495163232,0.000842379763624603,0.0766565584898389,-0.216414350394269,"Cdca8","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-1.28125933312159,13.2787833482543,-3.94967027531205,0.00359189514073969,0.163431228903656,-1.59967162224396,"Tpx2","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-1.58496244445739,14.3324432330777,-3.55779098391507,0.00648788457360246,0.196799165399275,-2.20626306650773,"Bcl2l1","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-2.89015289417014,9.37135435875082,-3.20583285669679,0.011214697694607,0.204107498041848,-2.57331762289474,"Cxcl10","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-2.03064604891774,13.5571809947037,-3.25256262167648,0.0104204584740374,0.204107498041848,-2.65088043301348,"Jchain","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-0.673434055054328,12.4462559703855,-2.5146477889903,0.0339048973654585,0.362854939242043,-3.8327832042881,"Cd274","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
1.05010595485575,9.70307086471448,2.14991145449202,0.0610894017788517,0.362854939242043,-3.90458880298521,"Tnfsf11","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.695728765920213,11.308933470019,2.36356685131818,0.0432857778032697,0.362854939242043,-3.96743895782713,"Map3k14","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
1.14409679960858,9.62953028729424,2.10512731248157,0.0656435398351337,0.362854939242043,-3.97643442450135,"Siglech","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.564949281178016,13.5577124239628,2.40752625367454,0.0403166561614465,0.362854939242043,-4.01267649090657,"Tet2","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.642063307482081,12.4864113132652,2.25832733176171,0.0513035643923065,0.362854939242043,-4.15432741361096,"Cd40","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-0.659632204361966,13.9558032594034,-2.28322669204147,0.0492833279422039,0.362854939242043,-4.15550962245499,"Rrm1","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-0.717333715269008,11.7366747435114,-2.26654531251388,0.0506279322396838,0.362854939242043,-4.19112302531638,"Pola1","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-0.765972267868415,12.0740564285455,-2.20664155107599,0.055760583661005,0.362854939242043,-4.32860087773248,"Nek2","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.492985262887313,12.7742614178247,2.08509148887645,0.0677860875507113,0.362854939242043,-4.43406468521121,"Bcl6","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-0.953970676259525,12.4256642902675,-2.11394753895667,0.0647212827094228,0.362854939242043,-4.45545909581309,"Cd68","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-0.675040054053268,12.2080263981204,-2.11524500501262,0.064586682532323,0.362854939242043,-4.46268655145217,"Stx11","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-1.27709005513776,8.29946736924868,-1.49376163474307,0.170607747170534,0.567418727204758,-4.53538271543808,"Egfl7","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.639246311407028,12.8876347091652,2.01349196611295,0.0760083261064782,0.384264315316084,-4.54470514548216,"Fcer2a","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-0.47276636554337,12.0625602560448,-1.9074257484418,0.0899669304347427,0.423628524033889,-4.76063204046999,"Rheb","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-1.19371022945517,12.4804988785874,-1.88574698250383,0.0931051701173383,0.423628524033889,-4.80184737387378,"Gpsm2","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.498253457069653,13.2763454017526,1.8502999543248,0.0984601170098156,0.426660507042534,-4.81216212568576,"Pik3ca","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-1.27046137963462,13.1521889928755,-1.74031090368992,0.116970073893286,0.483830760194955,-4.90069089086448,"Ncr1","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
-1.06943118053965,7.6374310312013,-0.705025571866564,0.499241259020192,0.749261367450559,-5.05831073837878,"Foxp3","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.775287448166059,14.0105398827697,1.70685174130213,0.123211465166213,0.487488840440232,-5.06999223451461,"Cd22","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
0.660458360259708,10.7084905791511,1.39956988569964,0.196290183489231,0.570469076691136,-5.1592004663899,"Ffar2","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
1.26531537902623,10.156515034196,1.2796927667522,0.233738849672324,0.570469076691136,-5.17132384794022,"Cd209b","Not Significant","NK cells","WTvsCTRL","Default","MERSCOPE"
